TRBSVU_INSTANCE_TSV_V1
SEEDS	5917685194815231660	-500297726155815697	-3271789521897289507	-4911819713871799928	-1297421185478435554
PAIR	4	9	true	5.66175586637201	23.06450202638988
PAIR	4	10	false	0.0	0.0
PAIR	4	11	true	9.207754639854901	76.15542082235483
PAIR	4	12	true	16.87362141584134	47.27695676855327
PAIR	4	13	false	0.0	0.0
PAIR	4	14	true	7.51845777585313	14.833536938013665
PAIR	4	15	false	0.0	0.0
PAIR	4	16	false	0.0	0.0
PAIR	4	17	false	0.0	0.0
PAIR	4	18	true	37.2366197284427	41.526600432602976
PAIR	4	19	true	74.49722389002768	78.64419251108022
CARRIER	5	C6	203.125040770209	10.57162054760478
PAIR	5	0	true	29.820905045161137	50.769893622972965
PAIR	5	1	true	6.1244337464042	10.57162054760478
PAIR	5	2	true	21.540344529116936	31.4217459168998
PAIR	5	3	true	4.704527335162145	85.3322324187084
PAIR	5	4	false	0.0	0.0
PAIR	5	5	false	0.0	0.0
PAIR	5	6	true	4.680839298211119	87.30905309788385
PAIR	5	7	true	93.53670412954186	115.80956940388724
PAIR	5	8	true	86.69845981771871	62.48820572787039
PAIR	5	9	true	5.660712305850768	59.233196297057454
PAIR	5	10	false	0.0	0.0
PAIR	5	11	true	9.244079519392358	23.92701737922136
PAIR	5	12	true	16.529615669594303	108.17837738411659
PAIR	5	13	true	102.5289023926777	66.50331004404589
PAIR	5	14	true	7.341865612219552	31.546025268961916
PAIR	5	15	false	0.0	0.0
PAIR	5	16	false	0.0	0.0
PAIR	5	17	true	10.898687523072756	66.84337077892492
PAIR	5	18	true	35.81628400604954	101.76657295606107
PAIR	5	19	true	77.69084449127907	58.48792406999544
CARRIER	6	C7	163.40382310406514	14.32422974668573
PAIR	6	0	true	27.935497116815842	18.45114156300529
PAIR	6	1	false	0.0	0.0
PAIR	6	2	true	15.797625338786135	44.894507916103734
PAIR	6	3	true	6.4331547606692245	85.73683904172053
PAIR	6	4	true	45.31815994721541	96.90939431110381
PAIR	6	5	true	71.46286424013825	88.39562720049878
PAIR	6	6	false	0.0	0.0
PAIR	6	7	false	0.0	0.0
PAIR	6	8	false	0.0	0.0
PAIR	6	9	true	4.061943758891193	55.975989065263065
PAIR	6	10	true	25.849601717708442	36.4006155266277
PAIR	6	11	false	0.0	0.0
PAIR	6	12	false	0.0	0.0
PAIR	6	13	true	82.33976365211862	55.53916384286085
PAIR	6	14	true	8.087948973265348	14.32422974668573
PAIR	6	15	true	32.633770338767874	42.59326849990952
PAIR	6	16	false	0.0	0.0
PAIR	6	17	true	9.146710152351895	62.24628418898657
PAIR	6	18	false	0.0	0.0
PAIR	6	19	false	0.0	0.0
CARRIER	7	C8	136.53180182487048	29.302334789392134
PAIR	7	0	true	27.131535855365655	59.37794547136501
PAIR	7	1	true	8.044047382076851	31.894943871418445
PAIR	7	2	false	0.0	0.0
PAIR	7	3	false	0.0	0.0
PAIR	7	4	false	0.0	0.0
PAIR	7	5	false	0.0	0.0
PAIR	7	6	true	3.531929456348392	50.91922459410918
PAIR	7	7	true	65.21669152264069	82.05237694854154
PAIR	7	8	false	0.0	0.0
PAIR	7	9	false	0.0	0.0
PAIR	7	10	true	29.798009975004216	86.6119445118682
PAIR	7	11	false	0.0	0.0
PAIR	7	12	false	0.0	0.0
PAIR	7	13	false	0.0	0.0
PAIR	7	14	true	5.862333219186836	29.302334789392134
PAIR	7	15	true	35.92864432577027	125.57261578591768
PAIR	7	16	true	32.476483525107085	108.67105772064693
PAIR	7	17	true	8.550277971760906	103.9596911345819
PAIR	7	18	false	0.0	0.0
PAIR	7	19	true	76.7976286643311	90.42727089990625
CARRIER	8	C9	164.79048177710678	14.168939997509954
PAIR	8	0	false	0.0	0.0
PAIR	8	1	true	8.219561604377528	23.705670518943755
PAIR	8	2	true	18.16529729539443	14.168939997509954
PAIR	8	3	true	5.372371385879902	86.43788604932261
PAIR	8	4	true	46.819592009168524	30.78093055491651
PAIR	8	5	true	65.54351491323656	87.53931608703142
PAIR	8	6	true	3.598326612102526	48.82098659039815
PAIR	8	7	false	0.0	0.0
PAIR	8	8	false	0.0	0.0
PAIR	8	9	false	0.0	0.0
PAIR	8	10	false	0.0	0.0
PAIR	8	11	false	0.0	0.0
PAIR	8	12	true	20.94704221431074	163.8365046333285
PAIR	8	13	true	105.55506034980046	35.060715504967376
PAIR	8	14	true	7.212018551479562	42.15990236046571
PAIR	8	15	true	43.83481692165193	116.53439784364248
PAIR	8	16	true	39.85109657754655	32.57838837519022
PAIR	8	17	true	8.57246583858599	130.3717302103668
PAIR	8	18	true	36.94690448801596	39.9452433635859
PAIR	8	19	false	0.0	0.0
CARRIER	9	C10	227.87647052351724	17.792656648769288
PAIR	9	0	true	29.899225302848986	17.792656648769288
PAIR	9	1	false	0.0	0.0
PAIR	9	2	false	0.0	0.0
PAIR	9	3	false	0.0	0.0
PAIR	9	4	true	44.93771936044915	62.87489975900119
PAIR	9	5	true	67.83119206982617	62.69317288872783
PAIR	9	6	true	3.8561074950235352	76.83417282189713
PAIR	9	7	true	58.59543767712363	43.688549690212824
PAIR	9	8	true	72.06356005761016	28.17489687022178
PAIR	9	9	false	0.0	0.0
PAIR	9	10	true	25.22019801368495	121.89340120185054
PAIR	9	11	false	0.0	0.0
PAIR	9	12	false	0.0	0.0
PAIR	9	13	true	85.08928731459125	41.07130039156875
PAIR	9	14	false	0.0	0.0
PAIR	9	15	true	47.604473015180204	80.04186911204152
PAIR	9	16	false	0.0	0.0
PAIR	9	17	true	7.000510263767722	31.257769516083165
PAIR	9	18	false	0.0	0.0
PAIR	9	19	false	0.0	0.0
CARRIER	10	C11	163.25902053130994	28.448360902061808
PAIR	10	0	true	33.82794951145836	28.448360902061808
PAIR	10	1	false	0.0	0.0
PAIR	10	2	true	19.674626887063308	28.451270265675756
PAIR	10	3	true	6.017665262395554	40.6542597471885
PAIR	10	4	true	63.557230167046654	65.19536835449838
PAIR	10	5	true	50.64027953483137	39.27839266686685
PAIR	10	6	true	4.57222272793242	45.721640292907416
PAIR	10	7	false	0.0	0.0
PAIR	10	8	true	59.710725148415975	30.80653759966383
PAIR	10	9	false	0.0	0.0
PAIR	10	10	false	0.0	0.0
PAIR	10	11	true	7.208286462214557	44.41711440072769
PAIR	10	12	true	21.810559055779578	51.86517797414248
PAIR	10	13	false	0.0	0.0
PAIR	10	14	true	6.969377147334527	32.268706011362326
PAIR	10	15	true	46.187954393387884	76.22558102874275
PAIR	10	16	false	0.0	0.0
PAIR	10	17	false	0.0	0.0
PAIR	10	18	false	0.0	0.0
PAIR	10	19	true	106.08117830800744	36.19121697805026
CARRIER	11	C12	167.89046084462737	20.174656618006637
PAIR	11	0	false	0.0	0.0
PAIR	11	1	false	0.0	0.0
PAIR	11	2	false	0.0	0.0
PAIR	11	3	false	0.0	0.0
PAIR	11	4	false	0.0	0.0
PAIR	11	5	false	0.0	0.0
PAIR	11	6	true	5.128747699138749	134.96115995151152
PAIR	11	7	false	0.0	0.0
PAIR	11	8	true	63.41138010980143	80.08827330368906
PAIR	11	9	false	0.0	0.0
PAIR	11	10	true	20.86520523495901	42.66370999935113
PAIR	11	11	true	6.163432296515806	95.26413455562736
PAIR	11	12	false	0.0	0.0
PAIR	11	13	true	96.98232693861065	20.174656618006637
PAIR	11	14	false	0.0	0.0
PAIR	11	15	true	45.81467842339851	39.21112239011507
PAIR	11	16	false	0.0	0.0
PAIR	11	17	true	10.345585141072224	33.870270542830426
PAIR	11	18	true	38.446308871747526	111.35480153293123
PAIR	11	19	true	110.2712615509426	100.33257410946578
TEST_CONTEXT	0.011783064391118425,1.0,0.4099187015878505,0.21526953710893815
SAMPLE	HISTORY	0	0	2000-01-03	2000-01-09	0	0.0	0.0	0.0	0.016666666666666666	0.8518566377386432,0.0,0.9261209332801131,0.9100070495144185	94.53330367295794,20.555248806865542,56.015090050451526,19.273434399642337,196.64328354645357,139.87742178268832,6.9526845181946495,325.2538417280557,240.6715400661691,11.515777744254684,43.35391285943541,31.530845776679932,50.09390444040983,266.1534213511608,21.589560898323487,156.83454102165445,87.14635351372121,17.166460298795037,78.78525371615191,296.4624854813004
SAMPLE	HISTORY	1	1	2000-01-10	2000-01-16	0	0.0	0.0	0.0	0.016666666666666666	0.39482310348005956,0.016666666666666666,0.08827168786614392,0.03554128029253523	23.754894722768267,11.475916708645384,30.976217419983865,9.929889632643398,81.48151677207743,110.34561027825283,6.413315869545559,71.96583861874349,145.69882751756433,6.595157280052014,35.220975187394686,13.012666631928466,28.318246852704853,109.3934986611439,12.289998132102156,34.321606792016524,40.85167972504655,11.031214339366883,29.91603830675884,158.26272844836643
SAMPLE	HISTORY	2	2	2000-01-17	2000-01-23	0	0.0	0.0	0.0	0.016666666666666666	0.9035557870364448,0.03333333333333333,0.6908438357949089,0.8970891843108503	100.8482201836563,25.242576583714037,45.287429896472794,21.98525739181169,208.40914956055965,228.23954223570757,15.899687844005049,258.2001134774434,151.9883201493675,14.782664815223951,62.996295042398835,31.635764130156737,48.9766730112554,245.3459463290458,18.992870706352715,114.50704082783872,92.28417275975198,20.30659515254072,85.34512536460069,186.37650269117455
SAMPLE	HISTORY	3	3	2000-01-24	2000-01-30	0	0.0	0.0	0.0	0.016666666666666666	0.7186942467640791,0.05,0.8076086906001047,0.8494282084220979	62.882864838208384,18.573317751295026,57.266634279516325,14.745042399850632,86.27688299748205,165.6621672951493,9.970562192334388,368.4786123566634,135.16456947825688,11.207682669465505,78.20391193136918,21.163571600594548,38.84008308774385,250.8080940591781,14.643493082388447,68.84837656658917,89.27278144360494,26.68096460062648,54.252288039446526,172.7924333089385
SAMPLE	HISTORY	4	4	2000-01-31	2000-02-06	0	0.0	0.0	0.0	0.016666666666666666	0.6639980580659023,0.06666666666666667,0.11669874588250173,0.4701493478034463	97.86728795426663,13.415920969227964,43.159908091145894,15.842200554810747,136.00641757536647,173.2153138747015,5.361426317988944,100.58693987339572,141.88271799580198,9.644547621222625,59.9097819986801,19.638579687188557,46.00370234561486,172.0223763849272,22.457918022514455,75.6386667655625,73.70847820766028,19.384230206586977,81.90872791132415,226.15661888174114
SAMPLE	HISTORY	5	5	2000-02-07	2000-02-13	0	0.0	0.0	0.0	0.016666666666666666	0.27607444190016484,0.08333333333333333,0.4553336267136868,0.025875608855410404	51.707412215649846,13.21470502194124,33.97314851990001,9.380223861886394,174.18965316045822,155.29093299796205,7.839247232954303,157.97965526335682,103.28813974340598,8.46986336179624,50.037234096500576,14.612837516770666,40.30612325752208,148.9932016965289,12.895728564402045,47.4648264026658,50.15389558448255,11.880533786053695,63.22595500772434,205.98590277136407
SAMPLE	HISTORY	6	6	2000-02-14	2000-02-20	0	0.0	0.0	0.0	0.016666666666666666	0.7564864998271819,0.1,0.4989646028258202,0.16283939188792595	77.96605768369024,16.048234748806472,53.079292904019546,14.536783748337488,131.1258294072777,142.27825638078778,10.001953061945436,172.96200541774638,184.31709372262966,10.47104956635678,31.91194549360408,20.640732081667483,53.416176854614086,184.6037118798642,17.75304150820387,84.08165520502254,62.09754662484993,24.398390370165398,104.56135985068505,235.91288556465605
SAMPLE	HISTORY	7	7	2000-02-21	2000-02-27	0	0.0	0.0	0.0	0.016666666666666666	0.625208271782494,0.11666666666666667,0.6697108850118898,0.1239553326938525	81.76774924181663,19.193185556119555,51.92869809468132,6.84072843312715,158.76384145052504,179.68650705640042,8.03788219003175,215.5974436607727,162.747595685835,10.436621296541711,63.1030900898638,16.941446055791374,49.63886869430722,233.4431874170366,17.838260538086217,94.94042362404592,71.61152102062668,16.34131079746784,90.580936318257,181.48344217426288
SAMPLE	HISTORY	8	8	2000-02-28	2000-03-05	0	0.0	0.0	0.0	0.016666666666666666	0.9915807778273855,0.13333333333333333,0.7040067923381157,0.5125004928948221	142.06549530055526,23.234729077097594,58.432991150987455,20.586508956760003,260.17349384187713,224.57804297052084,10.31334081876182,265.798256965693,157.041604348884,11.803765336383728,71.65514109706135,21.539962409483945,58.099282256703546,298.86591657550235,25.994533609643266,164.3234746831735,93.16064394150945,18.21306526283712,144.0304329666389,319.9015756985798
SAMPLE	HISTORY	9	9	2000-03-06	2000-03-12	0	0.0	0.0	0.0	0.016666666666666666	0.9832074276236497,0.15,0.995265069416597,0.22708558682982882	69.29725553957282,18.058341846658006,39.35049952701236,13.172261613233742,96.11518526463917,94.64449576988905,8.907942025174583,150.46569614974243,177.79231975444216,11.076100754136794,39.754380420316544,19.451779437809574,46.88541688363763,204.72308325500182,14.668107305256807,134.98668204657363,82.70767446663844,23.733950529375143,87.77784407792608,149.46985540337317
SAMPLE	HISTORY	10	10	2000-03-13	2000-03-19	0	0.0	0.0	0.0	0.016666666666666666	0.5235324561068462,0.16666666666666666,0.11017519501808393,0.8602920264435452	64.87609023923766,17.193577316907675,49.70132264027023,12.898473134595017,148.15362516698335,89.46283396233626,7.179707053730668,160.7813532615248,185.79897153819482,12.697151093416391,71.57424767579988,19.723745005669414,44.70336950463283,244.3656439276173,19.043155497773007,69.90970604008996,73.04442967216094,14.948735675113701,57.35368402484879,226.83440502324302
SAMPLE	HISTORY	11	11	2000-03-20	2000-03-26	0	0.0	0.0	0.0	0.016666666666666666	0.7671488353053301,0.18333333333333332,0.6219547075851154,0.6941842547017159	122.20513685760996,24.271133445130573,61.3409270054127,24.79682131715446,164.3463571270501,246.4318290114191,9.264861019375775,302.12138257896856,257.1358201297369,16.223959854187306,77.64339460247506,24.99215423091183,53.171139112232545,269.3284517082277,18.13510710482001,155.32062942087288,97.7017957085025,36.82576260508052,80.5672953682052,264.374362230002
SAMPLE	HISTORY	12	12	2000-03-27	2000-04-02	0	0.0	0.0	0.0	0.016666666666666666	0.29317995156087695,0.2,0.9327097151231757,0.24981623574049905	51.86365236040801,22.508437065467916,36.41829196570029,12.669001349517634,133.45194937316148,111.14619656241844,7.049683032400375,292.4148281075162,151.73248730389375,10.65977492400439,27.217692588610497,21.64154388158852,44.294051135603524,199.1542213099195,13.76496879967992,138.5315142291162,58.83699160870225,26.26263492021561,81.70199904013003,198.57298073851624
SAMPLE	HISTORY	13	13	2000-04-03	2000-04-09	0	0.0	0.0	0.0	0.016666666666666666	0.09458445109716929,0.21666666666666667,0.17558223850538657,0.42475301007750677	79.96545223230196,13.74567841623672,49.306197866924364,11.301674322813943,164.06580801851717,160.4424067704661,9.98368842854916,177.32299759655606,128.74630792849788,11.243553061637423,51.23243316789748,10.308240331656295,45.85216210722345,159.2031581602783,15.564687684023339,77.67318134879532,58.956326247160135,16.31797693113427,65.80078279729005,213.44609483308975
SAMPLE	HISTORY	14	14	2000-04-10	2000-04-16	0	0.0	0.0	0.0	0.016666666666666666	0.8150499394260878,0.23333333333333334,0.3274722779804775,0.11692990763239819	96.9280222605709,14.181725794400124,40.53125717230236,6.344241689443592,128.53815446921115,118.81972472462232,8.764741995282048,181.57467688706168,134.36406148819643,6.58749437398062,65.16037565795503,27.931498508785218,39.83959928329493,144.72040668072515,19.060096573843637,52.81865340801108,44.116779558863996,20.226414958968782,37.01227894079332,221.11722601371832
SAMPLE	HISTORY	15	15	2000-04-17	2000-04-23	0	0.0	0.0	0.0	0.016666666666666666	0.7664825950708462,0.25,0.9065472989295312,0.1772348373198106	78.94362566392935,10.391678074069313,64.91460618019435,19.371285418437186,140.56253029501923,195.16342007092953,8.924578710795302,307.4967188216991,229.2003309258226,15.69015389249559,42.042340974724716,28.191466781353302,57.25384659875895,252.28254147346843,17.21735620189666,140.1509733518476,69.7073247477476,21.131525365908274,109.53702824270819,285.2330253415071
SAMPLE	HISTORY	16	16	2000-04-24	2000-04-30	0	0.0	0.0	0.0	0.016666666666666666	0.15680569210609163,0.26666666666666666,0.06787937683926337,0.2780595324726366	44.38605411232318,13.192263036049091,39.61237709284095,8.721951316857655,126.85595754151986,108.87176302758505,8.54807836209993,138.53221571833834,136.54529365890411,6.519315430841194,22.80913405807477,12.369817000133672,41.65897650273488,177.57535162361148,14.078838242553278,68.23531616373675,55.51498788863883,14.715879799000941,86.57786330199512,219.5523512197898
SAMPLE	HISTORY	17	17	2000-05-01	2000-05-07	0	0.0	0.0	0.0	0.016666666666666666	0.23067563350764708,0.2833333333333333,0.14747579402580713,0.41042663647347977	48.38922215204302,15.133020892829805,41.254845124458576,11.736274814226583,105.23937262487988,127.20789002759669,10.395618251494906,102.34325869560857,66.11043701403666,8.609533321039168,58.98484713502119,19.549785100703694,49.65036688088773,156.70379485141774,15.498760652802003,68.8978379469104,60.53985133918551,14.153286752399381,89.31514884145109,207.10915836514576
SAMPLE	HISTORY	18	18	2000-05-08	2000-05-14	0	0.0	0.0	0.0	0.016666666666666666	0.5791052273175469,0.3,0.6832397452117747,0.7815758297108262	67.89061027520322,20.8231293572246,43.57208097959114,12.136831669755225,127.3086866974696,170.46092068165171,11.021032509368826,178.52430753049367,136.58811441375676,14.03200691100153,68.20483043172918,22.56607889643445,54.82195449607719,286.0300267722242,19.321414375597023,125.61913827035701,74.58598056898045,14.458517136140046,30.835066340667705,216.1808694899027
SAMPLE	HISTORY	19	19	2000-05-15	2000-05-21	0	0.0	0.0	0.0	0.016666666666666666	0.5672438083716228,0.31666666666666665,0.9487595013406211,0.7248642052580628	93.75194144577127,21.14057062965596,48.31925862987086,17.962916149474278,156.5127493582353,216.38755286730915,11.446539855052597,291.15212177995494,266.9353779984876,14.76205133798039,45.587970386810824,23.579824098836813,47.653466097511746,316.3317983522932,18.84102706132792,121.42587891727057,82.346151501565,30.04842579115668,87.07451654667767,223.53401334848328
SAMPLE	HISTORY	20	20	2000-05-22	2000-05-28	0	0.0	0.0	0.0	0.016666666666666666	0.32076708656211916,0.3333333333333333,0.8100016254211546,0.8821456377264791	60.40991144796785,17.280564027736276,69.22243324687048,20.635877635087756,183.0357012951321,178.59958672060304,12.41717227863539,261.9005453600711,262.62088824249514,15.277358657347598,89.90506535395066,22.976096624088584,50.54172742096839,288.1988598948754,22.144858732978882,145.11868063184616,89.74782304291598,11.78051504560345,140.71649658754592,288.1275654387967
SAMPLE	HISTORY	21	21	2000-05-29	2000-06-04	0	0.0	0.0	0.0	0.016666666666666666	0.6772368470691078,0.35,0.8282506876769378,0.49637492732464805	128.19895981882715,18.31710508279039,55.2283943979731,13.347834526918204,159.68286855581772,150.82488243665222,9.422064250629921,194.7495799999669,184.33983430088045,12.85806305102983,76.43229179450027,25.04138384171598,46.93180311733146,236.85290682669722,22.30756830510071,143.59915157082207,73.59844745696687,27.053545689084874,60.22678672685964,301.2843507878741
SAMPLE	HISTORY	22	22	2000-06-05	2000-06-11	0	0.0	0.0	0.0	0.016666666666666666	0.22964442826741283,0.36666666666666664,0.8247551429499892,0.11134647708925927	66.69213475470221,11.797774665780391,32.64667171108258,13.523051136742387,97.83998614956734,134.22897342741743,8.76099462873496,161.88476250216604,181.03415379593258,8.225732450766733,45.96533389293721,7.881731255539479,35.8334046990413,200.269486459799,14.085885547413868,57.65015361499535,60.2203802956282,22.905797873218884,17.808367719983693,190.8786341138463
SAMPLE	HISTORY	23	23	2000-06-12	2000-06-18	0	0.0	0.0	0.0	0.016666666666666666	0.9804220179812133,0.38333333333333336,0.7952831680399,0.058233757586860446	42.86428858730168,18.172411056019957,47.5212510147905,13.140462833672606,149.87066647708022,145.24200188186236,7.109657296440824,253.35092060325118,166.8148586404238,12.416314328548891,71.00278503316738,28.23326070868681,45.379879363360274,196.433140834952,17.45788979419736,94.83866022311032,69.73581843701406,20.938001579226537,71.85415802693115,211.54722568698662
SAMPLE	HISTORY	24	24	2000-06-19	2000-06-25	0	0.0	0.0	0.0	0.016666666666666666	0.6399145108664457,0.4,0.1431621329798538,0.7634601058603402	119.53472809363667,18.565445544781717,58.27143364144763,13.635790649571533,168.68358590633318,150.8749296374406,10.126462608423987,279.3217600642118,211.7091395909915,12.618388846233824,76.66741615231315,25.400100186865746,57.24616791290953,268.3069194833632,19.352710141807258,105.71158888601519,73.10677880944667,19.725704318764798,58.07460170127644,242.1827164290458
SAMPLE	HISTORY	25	25	2000-06-26	2000-07-02	0	0.0	0.0	0.0	0.016666666666666666	0.03341815799984427,0.4166666666666667,0.42221674865925174,0.5017559803027694	46.91646210049906,11.185950930679693,31.13467752718901,10.798011479301444,35.93216401463163,117.08881918633922,8.62721372937123,180.13696095313503,148.16916324808756,8.403006021435854,41.936224878307875,8.135870697930207,39.07046504929186,211.69737049725086,15.104786358098604,80.405714753772,47.38197561597256,14.455259469821693,71.32090057228466,111.15450870418958
SAMPLE	HISTORY	26	26	2000-07-03	2000-07-09	0	0.0	0.0	0.0	0.016666666666666666	0.10210674393069952,0.43333333333333335,0.5356183806132526,0.19188755398634838	80.929949111161,17.31203945490811,48.03952255768861,15.987689520299137,117.45818240133806,132.04197208398452,7.121335650674561,74.55295528896158,187.32640659247744,13.597811407513674,83.23426550377103,16.664239999618044,56.84365307456742,207.39413241625192,13.121285905074679,74.74627026117328,73.60011551872684,19.173748695045884,59.77450688372698,252.86621851543583
SAMPLE	HISTORY	27	27	2000-07-10	2000-07-16	0	0.0	0.0	0.0	0.016666666666666666	0.42307603228752366,0.45,0.16558451086736237,0.13728614429980335	38.83587233102874,16.019411027883457,40.88937771178109,9.433278770216283,114.20781925457138,120.18299072756705,10.63099309381093,179.06825055541375,104.65149709709658,9.402772187561474,71.43533052323622,14.415074894023242,49.849628051387015,162.50932987542302,12.97584737177982,79.7621897591544,70.71670293153802,24.155676979564138,21.526645959409446,170.69506223431753
SAMPLE	HISTORY	28	28	2000-07-17	2000-07-23	0	0.0	0.0	0.0	0.016666666666666666	0.288001068512884,0.4666666666666667,0.44108752158798736,0.9520588626417269	80.56566813069546,20.29073087103623,61.19121459764236,17.699673824610223,200.55618045673765,150.74208766999766,13.51354207048482,300.68721417996795,155.3990164424053,17.247752195990888,66.60382134197792,15.661757792394333,52.1987226169679,339.7735880636953,22.237971884996217,111.64609444533731,96.41966841666883,17.483525288032098,82.28634799823888,273.26106821241314
