TRBSVU_INSTANCE_TSV_V1
SEEDS	1279927589439848985	7304857675416117413	8923924647780704467	-2561500339564449321	-8680971969535568173
CARRIER	2	C3	138.04705578780292	19.426684020368707
PAIR	2	0	false	0.0	0.0
PAIR	2	1	true	7.001943816786586	89.38599940275284
PAIR	2	2	true	89.99123079331599	107.75263356426152
PAIR	2	3	true	10.899726711823304	20.923119752263872
PAIR	2	4	false	0.0	0.0
PAIR	2	5	true	29.505908453117588	56.76623683012728
PAIR	2	6	false	0.0	0.0
PAIR	2	7	false	0.0	0.0
PAIR	2	8	false	0.0	0.0
PAIR	2	9	false	0.0	0.0
PAIR	2	10	true	35.16091676055587	91.24514661940427
PAIR	2	11	true	24.82006521486098	19.426684020368707
PAIR	2	12	false	0.0	0.0
PAIR	2	13	true	12.376717089686432	21.641067058075798
PAIR	2	14	true	29.967642560895612	126.05136238080925
PAIR	2	15	false	0.0	0.0
PAIR	2	16	true	78.17171779377786	86.01380598804559
PAIR	2	17	true	3.997895925406588	77.83631369540817
PAIR	2	18	true	30.472638898703906	63.011351059336135
PAIR	2	19	true	4.3987657843676695	129.65500760759193
CARRIER	3	C4	151.6967782756388	26.403969281432357
PAIR	3	0	false	0.0	0.0
PAIR	3	1	false	0.0	0.0
PAIR	3	2	false	0.0	0.0
PAIR	3	3	false	0.0	0.0
PAIR	3	4	false	0.0	0.0
PAIR	3	5	false	0.0	0.0
PAIR	3	6	false	0.0	0.0
PAIR	3	7	true	88.98688269291044	92.76190559162526
PAIR	3	8	true	22.110598298076148	29.11538010064153
PAIR	3	9	true	83.88669828569073	85.11539146675021
PAIR	3	10	true	26.179183714438143	122.43246712037242
PAIR	3	11	false	0.0	0.0
PAIR	3	12	true	5.627825769285369	31.588901249275228
PAIR	3	13	true	8.069784868940095	67.41328587735431
PAIR	3	14	false	0.0	0.0
PAIR	3	15	true	79.5396337133605	134.1038510289513
PAIR	3	16	true	79.82296891552313	26.403969281432357
PAIR	3	17	true	4.229648467873541	90.87451140764554
PAIR	3	18	false	0.0	0.0
PAIR	3	19	true	3.825755151462392	86.45290482029702
CARRIER	4	C5	106.09338704767879	14.874824463942021
PAIR	4	0	true	35.56892086800476	35.739439702747596
PAIR	4	1	false	0.0	0.0
PAIR	4	2	false	0.0	0.0
PAIR	4	3	false	0.0	0.0
PAIR	4	4	true	10.514333204054582	21.379765460973434
PAIR	4	5	false	0.0	0.0
PAIR	4	6	true	85.10282451244682	14.874824463942021
PAIR	4	7	false	0.0	0.0
PAIR	4	8	true	23.290883545599474	26.03511430356109
PAIR	4	9	false	0.0	0.0
PAIR	4	10	true	28.596481135036672	34.02172272420723
PAIR	4	11	true	26.974705980975774	41.724943695393186
PAIR	4	12	true	6.265189814802298	18.76944419355445
PAIR	4	13	false	0.0	0.0
PAIR	4	14	true	29.18791332246787	48.003129590120245
PAIR	4	15	true	77.49647264243112	85.36880091141944
PAIR	4	16	true	89.18498599778688	32.12734609688701
PAIR	4	17	false	0.0	0.0
PAIR	4	18	false	0.0	0.0
PAIR	4	19	true	4.838837773365517	38.66290291078295
CARRIER	5	C6	211.89976604482334	12.730716754022582
PAIR	5	0	true	35.62858747975161	34.71632493866048
PAIR	5	1	true	7.250528056068739	42.73262305853023
PAIR	5	2	true	97.95383853284935	111.3466705874511
PAIR	5	3	true	7.720273107327483	64.70665936230996
PAIR	5	4	true	12.615771295314083	19.908268585886912
PAIR	5	5	false	0.0	0.0
PAIR	5	6	true	83.49793431433666	14.844133709651445
PAIR	5	7	true	74.95847298520512	54.70306648520275
PAIR	5	8	true	20.415775425253187	12.730716754022582
PAIR	5	9	true	70.41482303499669	40.683168280232024
PAIR	5	10	false	0.0	0.0
PAIR	5	11	true	23.52071919475363	39.25185479698609
PAIR	5	12	false	0.0	0.0
PAIR	5	13	false	0.0	0.0
PAIR	5	14	true	29.415717584090284	51.121262303409615
PAIR	5	15	true	64.48022386648425	135.74215883413774
PAIR	5	16	true	93.35037707322344	67.40846324546193
PAIR	5	17	false	0.0	0.0
PAIR	5	18	false	0.0	0.0
PAIR	5	19	false	0.0	0.0
CARRIER	6	C7	101.75634462374148	19.895159006539863
PAIR	6	0	false	0.0	0.0
PAIR	6	1	false	0.0	0.0
PAIR	6	2	true	100.82766179554496	61.22255267689986
PAIR	6	3	true	9.751822690627087	34.19419760100201
PAIR	6	4	false	0.0	0.0
PAIR	6	5	true	22.787677254835973	23.603293420329223
PAIR	6	6	false	0.0	0.0
PAIR	6	7	true	66.30745808947987	160.32940232787792
PAIR	6	8	false	0.0	0.0
PAIR	6	9	false	0.0	0.0
PAIR	6	10	false	0.0	0.0
PAIR	6	11	false	0.0	0.0
PAIR	6	12	true	6.501764623981163	32.14764174821927
PAIR	6	13	false	0.0	0.0
PAIR	6	14	true	42.76533484855856	122.01072912217072
PAIR	6	15	false	0.0	0.0
PAIR	6	16	true	78.92943958241595	59.47556927319077
PAIR	6	17	false	0.0	0.0
PAIR	6	18	true	32.99397352406403	19.895159006539863
PAIR	6	19	true	4.831836922170547	105.9254119644002
CARRIER	7	C8	161.4998858311854	15.12572335195427
PAIR	7	0	true	40.88293361088423	50.81133555207225
PAIR	7	1	true	8.241927583513819	93.08073379752834
PAIR	7	2	true	83.43159684995447	68.36459301159381
PAIR	7	3	true	11.385323403749739	16.784952846616694
PAIR	7	4	true	11.829435200082822	26.344447406330033
PAIR	7	5	true	23.863845970953147	65.1749720315598
PAIR	7	6	false	0.0	0.0
PAIR	7	7	true	85.94607984036247	45.97465036949296
PAIR	7	8	true	22.317297725817735	15.12572335195427
PAIR	7	9	true	60.74578442843115	173.79036228909365
PAIR	7	10	false	0.0	0.0
PAIR	7	11	false	0.0	0.0
PAIR	7	12	true	7.61975434002876	19.050813038787435
PAIR	7	13	false	0.0	0.0
PAIR	7	14	true	27.374148054512496	114.59574465705344
PAIR	7	15	false	0.0	0.0
PAIR	7	16	true	100.07259528843426	33.42774024470055
PAIR	7	17	true	6.02636996796946	41.134674995853054
PAIR	7	18	true	33.059159958215254	51.99689193391085
PAIR	7	19	false	0.0	0.0
CARRIER	8	C9	147.28074672667915	40.2575731904603
PAIR	8	0	false	0.0	0.0
PAIR	8	1	true	10.248783931192744	75.02709658299206
PAIR	8	2	true	78.64773562421324	61.010812516961465
PAIR	8	3	false	0.0	0.0
PAIR	8	4	true	12.01316976733226	45.30225388457748
PAIR	8	5	false	0.0	0.0
PAIR	8	6	true	90.4056261586251	57.73645507980597
PAIR	8	7	false	0.0	0.0
PAIR	8	8	false	0.0	0.0
PAIR	8	9	true	82.50454374052771	104.76445879770264
PAIR	8	10	true	29.533024720710785	83.45432700835657
PAIR	8	11	true	30.135225399118504	59.56779548217464
PAIR	8	12	false	0.0	0.0
PAIR	8	13	true	9.71920342869563	61.84611877560392
PAIR	8	14	true	36.97165794742914	82.58757928174938
PAIR	8	15	true	88.5319104030367	40.2575731904603
PAIR	8	16	true	73.33871162716235	100.94377034264444
PAIR	8	17	true	4.062233898914315	50.68443015298198
PAIR	8	18	false	0.0	0.0
PAIR	8	19	false	0.0	0.0
CARRIER	9	C10	171.94459175226643	19.283255018030157
PAIR	9	0	true	29.384918178636752	19.283255018030157
PAIR	9	1	false	0.0	0.0
PAIR	9	2	false	0.0	0.0
PAIR	9	3	true	9.031499960659676	37.414611195575304
PAIR	9	4	false	0.0	0.0
PAIR	9	5	true	32.0579038432004	40.99612079926606
PAIR	9	6	true	64.63392748581556	60.94706091806814
PAIR	9	7	true	81.7351798693764	40.9538055754388
PAIR	9	8	false	0.0	0.0
PAIR	9	9	true	76.54520651060886	110.78504589687368
PAIR	9	10	true	24.584942748737934	34.82603605598637
PAIR	9	11	true	22.106578062486335	20.342956265894816
PAIR	9	12	false	0.0	0.0
PAIR	9	13	true	7.938608312325985	25.083895590473503
PAIR	9	14	true	38.178614575756725	82.96200635872492
PAIR	9	15	false	0.0	0.0
PAIR	9	16	true	65.27251692137895	27.721676392839793
PAIR	9	17	false	0.0	0.0
PAIR	9	18	true	37.42252606536007	24.107218284743052
PAIR	9	19	true	4.567063886954358	130.55427648337582
CARRIER	10	C11	233.04979917599252	22.952824503946406
PAIR	10	0	false	0.0	0.0
PAIR	10	1	true	9.704985696229919	89.85944928422467
PAIR	10	2	true	78.86157334021567	35.91682297535691
PAIR	10	3	true	9.342147979844254	66.17948984995125
PAIR	10	4	false	0.0	0.0
PAIR	10	5	true	29.82624999482346	22.952824503946406
PAIR	10	6	true	89.19001529358752	36.25071618324965
PAIR	10	7	true	70.93518755928963	86.62092723031107
PAIR	10	8	false	0.0	0.0
PAIR	10	9	true	72.58529552192138	126.99925077682062
PAIR	10	10	true	29.420097750110397	126.12319636604292
PAIR	10	11	true	34.898492411334	40.56043755512143
PAIR	10	12	false	0.0	0.0
PAIR	10	13	true	9.07525626988824	42.62009371636865
PAIR	10	14	true	33.32292715880427	80.10954192030917
PAIR	10	15	true	77.69022026124014	73.75785206905717
PAIR	10	16	true	78.24634090925932	53.57357144069075
PAIR	10	17	false	0.0	0.0
PAIR	10	18	false	0.0	0.0
PAIR	10	19	true	3.925492491479121	52.14764678322271
CARRIER	11	C12	159.19463052227144	10.541486777066615
PAIR	11	0	true	43.24488788989403	15.822006075484655
PAIR	11	1	true	8.91933299478722	33.734977375204785
PAIR	11	2	false	0.0	0.0
PAIR	11	3	false	0.0	0.0
PAIR	11	4	true	12.940224592499016	42.10113836254502
PAIR	11	5	true	25.793222112081704	70.4479306972054
PAIR	11	6	false	0.0	0.0
PAIR	11	7	true	62.71392900921715	157.52810331364662
PAIR	11	8	false	0.0	0.0
PAIR	11	9	false	0.0	0.0
PAIR	11	10	true	23.366014884315277	83.70558973767969
PAIR	11	11	true	26.708918029484614	62.5564446289582
PAIR	11	12	true	5.863890054243116	10.541486777066615
PAIR	11	13	true	11.9651102622278	21.110567248520645
PAIR	11	14	false	0.0	0.0
PAIR	11	15	false	0.0	0.0
PAIR	11	16	true	95.5309401593042	84.3430796150562
PAIR	11	17	false	0.0	0.0
PAIR	11	18	true	38.44290069175659	55.85985623544572
PAIR	11	19	false	0.0	0.0
TEST_CONTEXT	0.7443093232547319,1.0,0.26277328087074614,0.1615608587411972
SAMPLE	HISTORY	0	0	2000-01-03	2000-01-09	0	0.0	0.0	0.0	0.016666666666666666	0.6479056151750358,0.0,0.22693482659942354,0.9696058537025338	86.14010411727247,24.70678036829475,170.6591376889355,14.443948487392486,15.045178474810823,31.80072464468701,116.41384271102662,189.16052068687858,72.25155022679157,160.83450545832,72.02835783404403,73.54401305605978,13.698496188613264,16.103575611899945,82.31054175603767,236.21622022714638,186.88399467491433,12.30441467201999,80.54805659872683,6.996042936935599
SAMPLE	HISTORY	1	1	2000-01-10	2000-01-16	0	0.0	0.0	0.0	0.016666666666666666	0.3992021703298907,0.016666666666666666,0.4015172389859236,0.290878164416949	80.93775704198583,20.42212338711613,154.72865717193534,18.74629152973138,23.3952860096257,57.864223034989806,144.81849858676583,137.18975716817894,65.68927435006391,161.3476588167967,56.84316171453239,70.5991168263173,15.524292962620388,17.274676291663283,76.76287126667879,210.44359197971636,186.38985653664685,7.695462959994384,69.09860808040051,9.333645510130413
SAMPLE	HISTORY	2	2	2000-01-17	2000-01-23	0	0.0	0.0	0.0	0.016666666666666666	0.1113020446266999,0.03333333333333333,0.20947926919769033,0.6022823529301558	44.027265293939166,16.583354398779832,123.16229879929129,18.55910387992289,21.053726057225788,51.237887423307555,120.15049151804007,108.86665914444936,52.17438972697973,146.0566290040329,82.72771204874216,56.302735380872456,13.199581795232843,23.40856342861582,54.65574096586876,158.46685883590638,155.68067587593646,8.096500955098552,80.09472803877802,7.750654697142268
SAMPLE	HISTORY	3	3	2000-01-24	2000-01-30	0	0.0	0.0	0.0	0.016666666666666666	0.827598078433101,0.05,0.3437498888687547,0.30070114417369853	82.75234431485504,25.234960270185933,200.46245942620664,19.227451515620896,28.31698031274138,54.53681984469611,145.11138251444208,170.94230608502224,56.04824121778523,140.49817926238492,57.6641863665222,53.797852709659246,13.663488314281077,16.127465647812567,116.82656814907223,278.48635897376107,204.62591865069786,10.395735613519467,74.13432495936472,10.49054286982545
SAMPLE	HISTORY	4	4	2000-01-31	2000-02-06	0	0.0	0.0	0.0	0.016666666666666666	0.5906268663967456,0.06666666666666667,0.97387300121741,0.4637605219095877	120.46584304498933,13.425171817794565,187.03678677359633,19.85963903542892,12.625401129319224,55.61888279845085,207.10492703898936,170.5907119370952,62.56127882878135,183.46279521031454,56.20229220651938,45.27413314645911,10.846110974413856,19.540916199264274,27.666487529559916,136.87110129647593,233.79548734783194,11.36338235922532,87.84679539941821,11.043899408767562
SAMPLE	HISTORY	5	5	2000-02-07	2000-02-13	0	0.0	0.0	0.0	0.016666666666666666	0.14570259487440707,0.08333333333333333,0.5336003401801636,0.3166034370035722	116.86310929166257,16.21766023753125,145.95656150194128,25.991278178879035,23.858722163282927,47.2395585194393,147.06799591567977,172.45344300473775,44.72976672082568,156.20121039859174,47.83613816832375,73.32611008742387,11.95035827807181,23.29946436504392,71.17405267413679,166.58106087602374,169.89343275284367,9.93915046839024,60.47125388088958,6.349760902870275
SAMPLE	HISTORY	6	6	2000-02-14	2000-02-20	0	0.0	0.0	0.0	0.016666666666666666	0.13818629890072942,0.1,0.8439031687747732,0.9605227940735643	59.783019452295065,21.314828474882525,169.62279710584824,35.8818318349089,33.00058493563831,67.73558062787944,178.12494170064716,226.80357252962713,59.22783356146113,251.17532906122833,51.02529924398632,36.12571384378672,16.25128047129006,27.527587030768583,96.62771682206242,304.55494397657327,220.13762980988486,10.635511464607193,85.15203338171752,14.295477462030428
SAMPLE	HISTORY	7	7	2000-02-21	2000-02-27	0	0.0	0.0	0.0	0.016666666666666666	0.8291031880038235,0.11666666666666667,0.05791331694151236,0.9489890106569855	113.04263611340912,27.23193737275907,200.30823617860196,24.70259154541522,13.159548308526851,72.87950433482457,163.71975004536986,107.08011849525573,63.31003422406816,181.79531953759522,86.15652001133932,70.69839731836335,18.052450638411077,22.325426497372487,81.29202918527609,217.78153118513958,164.77442885277307,14.476538955265925,96.6959258919619,12.400133624193133
SAMPLE	HISTORY	8	8	2000-02-28	2000-03-05	0	0.0	0.0	0.0	0.016666666666666666	0.47218983571052275,0.13333333333333333,0.3400876026405444,0.7286232936953199	119.81338395835408,17.36178727886272,168.1932532119291,23.888244298574882,27.497184950545407,61.60642098912124,147.29915118221777,187.72787337083687,61.002680657123825,204.35256364658517,74.99060549754509,65.69081936808921,16.995946989433442,20.188704085346586,68.35858417351659,101.58651114357863,150.06316355197657,8.477077047345922,89.37468116527985,9.510806478535544
SAMPLE	HISTORY	9	9	2000-03-06	2000-03-12	0	0.0	0.0	0.0	0.016666666666666666	0.2867649363141831,0.15,0.2544037595170946,0.5316045216049972	53.12806892883717,16.045988129314452,180.24293915317128,20.710258141728666,17.164913243877624,55.169529702749905,130.6303246322422,208.40112959623383,49.99940734406368,128.93474618644592,47.62452354495828,44.061125051359504,11.737478301078657,13.56817769602501,47.71210314200454,128.99217040600917,164.3616339690158,11.328572884201193,79.57378806594188,2.8132468666907218
SAMPLE	HISTORY	10	10	2000-03-13	2000-03-19	0	0.0	0.0	0.0	0.016666666666666666	0.8948152060095869,0.16666666666666666,0.4103023661185561,0.9846062995038418	88.39435021154829,25.67246668967102,241.21488619971007,28.764829320657462,18.98932232997785,69.93900948947757,205.6913578996818,175.50925242365955,68.58429594052238,183.04413897715398,93.38805697674871,66.48509114236855,12.000034865038637,27.864854875162887,129.3095218247877,151.83271116043665,202.64458088699752,14.365016768270863,109.25483639313845,15.69100812628432
SAMPLE	HISTORY	11	11	2000-03-20	2000-03-26	0	0.0	0.0	0.0	0.016666666666666666	0.5529753466163095,0.18333333333333332,0.6297099708426757,0.633453463662853	63.10321798085721,23.15525456790412,222.8162556506146,22.619040828819465,20.990341216470352,37.642206915105795,191.86224502083803,242.37603893076567,69.61909346031067,185.52307024087654,69.65616563963701,65.59548034122936,18.220083982149724,22.898519605593293,73.51016137804346,202.63783038740704,190.4544144419373,11.627343521102812,85.73399369668546,11.11779806620806
SAMPLE	HISTORY	12	12	2000-03-27	2000-04-02	0	0.0	0.0	0.0	0.016666666666666666	0.0846466841804191,0.2,0.08488244830218827,0.06604429637724851	25.813229833378458,13.482354120081919,144.51357087766306,16.81552056717338,18.923358062916826,40.79376251239553,107.48756139357741,90.289573105133,44.2216876354692,105.34565690046698,66.77241427812555,53.36670111254551,13.127202487537838,17.61895480007935,44.131408171411955,168.5603931837903,137.00719184040005,6.400208728821487,59.010791011104146,5.448112665280525
SAMPLE	HISTORY	13	13	2000-04-03	2000-04-09	0	0.0	0.0	0.0	0.016666666666666666	0.03399750332506346,0.21666666666666667,0.04322586556117569,0.09106068580228144	61.75896096929383,18.22419690128101,134.4294878575719,17.786863803475615,16.348465393318445,58.00035931588876,109.59423553925494,158.07912834640175,33.909101908132506,92.65486417255704,62.99379611770809,65.30449140327636,11.726983537039352,20.47358365450069,69.40818547608298,187.8497420638447,141.63654072798343,5.607989386451785,50.941900075475516,9.662602243300187
SAMPLE	HISTORY	14	14	2000-04-10	2000-04-16	0	0.0	0.0	0.0	0.016666666666666666	0.5913926735166347,0.23333333333333334,0.42413046935786536,0.7083164377173432	107.7573347874641,31.86651998102106,180.4538391831141,23.694530826594875,27.410201931236834,34.34796436149678,171.82282902822888,125.04579723890242,63.35195133246956,212.36019411723953,78.36888902332296,90.26184958032424,19.601620735514018,29.046170841212877,109.40974561677713,280.4477515301437,214.61297565079158,12.291504818985132,85.2737792102359,13.666043213987916
SAMPLE	HISTORY	15	15	2000-04-17	2000-04-23	0	0.0	0.0	0.0	0.016666666666666666	0.5546205121456376,0.25,0.08653907859935939,0.048704553775328896	65.90518263458458,17.00733909634397,139.73032963654305,16.93469233448949,21.737964727302373,54.42796172697959,173.1311187914427,106.19028688150638,51.77498975886931,132.65835285618223,91.55824435634426,77.73872895325587,11.040601545724309,14.799395453294554,78.91515381743386,220.26588435217718,159.9642646988454,9.379653449850728,57.87613348776959,11.688972723945618
SAMPLE	HISTORY	16	16	2000-04-24	2000-04-30	0	0.0	0.0	0.0	0.016666666666666666	0.03286476888172285,0.26666666666666666,0.2118503107564742,0.44655318139480205	50.80922357422914,11.846790804301932,144.00453299556537,21.286893871595307,19.320893809655185,46.85246374124736,114.40008860758891,45.35684634697797,38.580862872718406,140.00635660530446,46.00431767058262,46.685066809826075,10.751376587656697,15.523179881035754,49.15889106279552,181.39634927747917,135.0391199279597,8.32561892927524,69.50360706262927,6.544794099187186
SAMPLE	HISTORY	17	17	2000-05-01	2000-05-07	0	0.0	0.0	0.0	0.016666666666666666	0.690569334102966,0.2833333333333333,0.7463402547599011,0.6684165923241817	81.31898892142428,26.06308007688125,211.1145370270691,18.265952548330684,19.330718440096597,36.50463892164288,218.28771383557782,66.73048660952679,65.61325958346458,165.0935482627703,45.605482592078175,64.68254330257915,15.668689912086586,18.482391774228102,57.29537787656861,253.2758895864622,182.91379223402183,11.208897656192482,108.83532031852671,12.2169849699403
SAMPLE	HISTORY	18	18	2000-05-08	2000-05-14	0	0.0	0.0	0.0	0.016666666666666666	0.1916079995275317,0.3,0.9375614667118264,0.8202040646691074	144.81762242980747,17.99918603535719,184.5620403098311,33.58123539770698,26.3002265430005,46.33021114888085,220.72042027362673,131.24594860761354,71.89069515217118,218.72050575656414,88.00746673531826,86.41513693984969,12.573542744494532,26.702913995892843,74.95422023163414,197.77503365452213,198.63512698405566,14.518557934485006,95.68247237012852,13.03176865334286
SAMPLE	HISTORY	19	19	2000-05-15	2000-05-21	0	0.0	0.0	0.0	0.016666666666666666	0.31120033196693786,0.31666666666666665,0.44820978303518,0.5971358594612277	131.06941618146126,22.80344724386922,219.57237584282177,20.65037575824035,24.109688112757492,50.25110812602706,148.8038289949001,125.90349194872577,62.97007999846093,127.6919976502056,67.58726339541656,63.0707889025004,9.766903736505036,22.904509260730258,106.44309526132128,182.3328527666858,184.124270823868,11.486513073915855,85.67227276555792,12.988360620662187
SAMPLE	HISTORY	20	20	2000-05-22	2000-05-28	0	0.0	0.0	0.0	0.016666666666666666	0.3971278908361071,0.3333333333333333,0.11357814518721498,0.9613924125801002	38.37522426629284,13.108056588020457,179.45261015457672,26.05579001906151,25.017729361792668,61.174917493393615,137.3673820720199,157.07361634402463,63.204281329858794,179.88900024446542,72.0005828650373,53.30825475865318,14.0991442077782,23.139640252369936,84.4919066140444,217.80242033826434,180.2394729021409,11.837755972643553,83.07546513555648,9.262956656854174
SAMPLE	HISTORY	21	21	2000-05-29	2000-06-04	0	0.0	0.0	0.0	0.016666666666666666	0.632325627704899,0.35,0.06180057922637472,0.7727779342420972	129.3201291492244,13.872031262253008,191.04613494673393,24.15075296672783,31.02010796769986,83.82475203729975,125.26283270273646,177.02948070684278,83.08002643545966,188.83217147841899,76.09131564160184,80.08194059587841,19.434325443275227,27.142895240030477,63.01780758629925,130.23041814736482,166.64489583281687,10.022173164471726,82.15930978332784,10.269284939637556
SAMPLE	HISTORY	22	22	2000-06-05	2000-06-11	0	0.0	0.0	0.0	0.016666666666666666	0.08456266929169842,0.36666666666666664,0.5366639835284657,0.9454188759852429	103.2618405427518,23.05117987350299,199.3674215891586,30.8476048052763,28.747290229317066,47.49996675490011,149.6404306696568,124.9374055450876,66.82699614462572,191.59271626964457,90.93264833236324,71.8664910522646,15.96717169726558,26.29815810300504,83.93894989891923,237.57320682683286,207.39611042562666,12.30704988654832,80.89327743901417,14.379442971321282
SAMPLE	HISTORY	23	23	2000-06-12	2000-06-18	0	0.0	0.0	0.0	0.016666666666666666	0.6150078490574995,0.38333333333333336,0.8860646298438005,0.7658965626266822	107.34102366926838,33.078473832737664,214.03873307539394,31.130092405869487,38.688815612404994,80.51872965126117,207.57533234251363,134.47899885198765,79.59378245833145,255.01476778517372,69.40781582296562,82.70047451038916,21.28526094277561,24.73444426296154,102.6571756351453,232.514495604317,292.96732797457014,14.88580254771308,114.60482859145215,21.576901645617607
SAMPLE	HISTORY	24	24	2000-06-19	2000-06-25	0	0.0	0.0	0.0	0.016666666666666666	0.1764657211805356,0.4,0.35737889221430097,0.6101647334484208	46.561091432367995,20.28583898547339,160.35379223575774,21.201879642511965,26.253508147226434,50.979109290936364,115.93034156039634,214.99870335062639,40.60334720710858,146.90410869894578,60.03571529163444,57.51347546638892,13.644436096136465,17.86405276524388,62.18386167627038,185.89201148981633,153.1760192764522,10.160093784176263,72.03329738799135,9.391786029185551
SAMPLE	HISTORY	25	25	2000-06-26	2000-07-02	0	0.0	0.0	0.0	0.016666666666666666	0.7007577800140627,0.4166666666666667,0.6171380495393212,0.12521084508235214	66.15281877842018,21.92111727455749,202.20650269370844,18.742304657425333,25.434243942109422,59.556391168711045,178.70741889687713,204.68966771470338,50.395512685734126,168.09087381446753,68.36837142590403,54.76167905867664,15.850512113043939,23.636831287583046,83.97102069861583,145.60104977842718,205.20554260398782,9.442129541481957,86.29243481329483,11.59132233826899
SAMPLE	HISTORY	26	26	2000-07-03	2000-07-09	0	0.0	0.0	0.0	0.016666666666666666	0.73504189532867,0.43333333333333335,0.6277801314320449,0.6577930999493692	183.01305134933327,25.15065544711228,222.02786435942505,26.86476120761034,33.40106089833217,80.51829950137922,234.88689244290637,231.44331195874804,62.93056718304575,227.28840389916667,104.62558148585461,100.39690057557978,22.102017521030607,30.10647256893391,115.19752848174271,254.19153458831872,201.29512153710115,15.888882952201921,89.53504160675936,13.900917734247766
SAMPLE	HISTORY	27	27	2000-07-10	2000-07-16	0	0.0	0.0	0.0	0.016666666666666666	0.0891322314737244,0.45,0.7814992251053563,0.39405096657302685	114.38340672162174,12.436680680765296,195.85767755858168,28.31784660120946,33.617691242027284,71.87744394683779,142.36184954018634,162.68454713605578,49.774237679284035,159.41672187410126,62.31297029169807,42.25776036627939,15.39590125787187,21.98910548442605,52.583416453714214,186.0772581179175,156.99170461305056,9.956872778937573,75.41533040712905,12.740522419488329
SAMPLE	HISTORY	28	28	2000-07-17	2000-07-23	0	0.0	0.0	0.0	0.016666666666666666	0.08104068247395124,0.4666666666666667,0.7084547263925475,0.8434978921845216	70.22079560223891,15.583607307666869,170.36279594707685,17.95079722613086,32.696450300252174,69.50304484099712,149.9159549177404,191.10384585731128,49.76568092695331,203.7755393862892,44.93647992072338,66.38438059651982,17.269931105961152,25.302289690860917,81.69627013945542,122.49450060727251,225.56229077370986,11.767759728159355,76.76919830003276,11.667583190144837
SAMPLE	HISTORY	29	29	2000-07-24	2000-07-30	0	0.0	0.0	0.0	0.016666666666666666	0.7170260951041058,0.48333333333333334,0.6526163640244801,0.8456233980808644	39.53108905322556,28.926346091504342,298.11846832285306,31.618687809520896,45.65672237948873,91.35999731630775,205.1863199115026,144.04108652074785,70.48782049945072,178.6522825966453,65.58499632311535,60.77055394897387,20.500760055497697,21.568097218972607,102.30684595480433,244.84559973025776,234.1889776821622,14.685382753524133,135.1024149456146,11.191302808886675
